czb_id,sample_name,sample_type,collection_date,sampleID,site,species,recap,previous_ID,sex,class,yoy,mom_baby_pair,mass_g,forearm_mm,age,CoV
RR034B_464_uaRa,RR034B_464_uaRa_S131,urine,1/3/19,MIZ279,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,40,68.9,NA,N
RR034B_465_uaRa,RR034B_465_uaRa_S175,urine,1/3/19,MIZ280,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,54,75,NA,N
RR034B_466_uaRa,RR034B_466_uaRa_S263,urine,1/3/19,MIZ281,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,Y - last year,N,55,67.5,NA,N
RR034B_467_uaRa,RR034B_467_uaRa_S2,urine,1/4/19,MIZ292,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,70,69.8,NA,N
RR034B_468_uaRa,RR034B_468_uaRa_S46,urine,1/4/19,MIZ293,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,68,74.6,NA,N
RR034B_469_uaRa,RR034B_469_uaRa_S90,urine,1/4/19,MIZ294,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,65,73.4,NA,N
RR034B_470_uaRa,RR034B_470_uaRa_S178,urine,1/4/19,MIZ295,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,54,67.7,NA,Y
RR034B_471_uaRa,RR034B_471_uaRa_S222,urine,1/5/19,MIZ297,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,71,70,NA,N
RR034B_472_uaRa,RR034B_472_uaRa_S62,urine,1/8/19,MIZ305,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,78,73.5,NA,N
RR034B_474_uaRa,RR034B_474_uaRa_S136,urine,1/9/19,MIZ315,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,40,67.7,NA,N
RR034B_475_uaRa,RR034B_475_uaRa_S52,urine,1/9/19,MIZ316,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,59,69.7,NA,N
RR034B_476_uaRa,RR034B_476_uaRa_S96,urine,1/9/19,MIZ318,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,50,69.4,NA,N
RR034B_477_uaRa,RR034B_477_uaRa_S224,urine,1/9/19,MIZ322,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,58,69.9,NA,N
RR034B_478_uaRa,RR034B_478_uaRa_S268,urine,1/31/19,MIZ338,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,70,68.71,NA,N
RR034B_479_uaRa,RR034B_479_uaRa_S6,urine,1/31/19,MIZ340,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,50,66.58,NA,N
RR034B_480_uaRa,RR034B_480_uaRa_S50,urine,1/31/19,MIZ342,"Maromizaha, Madagascar",Rousettus madagascariensis,Y,,f,L,N,Y,60,69.53,NA,N
RR034B_481_uaRa,RR034B_481_uaRa_S94,urine,1/31/19,MIZ345,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,Y,Y,20,51.11,NA,N
RR034B_482_uaRa,RR034B_482_uaRa_S138,urine,2/1/19,MIZ351,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,55,65.33,NA,N
RR034B_483_uaRa,RR034B_483_uaRa_S182,urine,2/1/19,MIZ352,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,78,73.88,NA,N
RR034B_484_uaRa,RR034B_484_uaRa_S180,urine,2/1/19,MIZ355,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,60,70.25,NA,N
RR034B_485_uaRa,RR034B_485_uaRa_S140,urine,2/1/19,MIZ357,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,75,74.24,NA,N
RR034B_486_uaRa,RR034B_486_uaRa_S184,urine,2/1/19,MIZ359,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,N,65,72.82,NA,N
RR034B_487_uaRa,RR034B_487_uaRa_S228,urine,2/1/19,MIZ366,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,60,74.2,NA,N
RR034B_488_uaRa,RR034B_488_uaRa_S98,urine,2/23/19,MIZ378,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,N,N,50,69,NA,N
RR034B_489_uaRa,RR034B_489_uaRa_S142,urine,2/24/19,MIZ392,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,Y,N,40,68.6,NA,N
RR034B_490_uaRa,RR034B_490_uaRa_S186,urine,2/24/19,MIZ396,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,70,74,NA,N
RR034B_491_uaRa,RR034B_491_uaRa_S230,urine,2/24/19,MIZ400,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL ,N,Y,50,69,NA,N
RR034B_492_uaRa,RR034B_492_uaRa_S56,urine,2/24/19,MIZ401,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,J,Y,N,30,56,NA,N
RR034B_493_uaRa,RR034B_493_uaRa_S144,urine,4/9/19,MIZ403,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,,N,75,74,NA,N
RR034B_494_uaRa,RR034B_494_uaRa_S188,urine,4/9/19,MIZ405,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,,N,70,68.5,NA,N
RR034B_495_uaRa,RR034B_495_uaRa_S232,urine,4/9/19,MIZ407,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,,N,60,68.9,NA,Y
RR034B_496_uaRa,RR034B_496_uaRa_S276,urine,4/9/19,MIZ408,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,,N,75,75,NA,N
RR034B_497_uaRa,RR034B_497_uaRa_S291,urine,12/13/18,MLB001,"Mahialambo, Madagascar",Pteropus rufus,N,,f,L,N,Y,660,175,NA,N
RR034B_498_uaRa,RR034B_498_uaRa_S29,urine,12/16/18,MLB004,"Mahialambo, Madagascar",Pteropus rufus,N,,f,NL,Y - last year,N,480,151.32,NA,N
RR034B_499_uaRa,RR034B_499_uaRa_S289,urine,12/17/18,MLB005,"Mahialambo, Madagascar",Pteropus rufus,N,,m,A,N,N,740,170,NA,N
RR034B_500_uaRa,RR034B_500_uaRa_S27,urine,12/18/18,MLB006,"Mahialambo, Madagascar",Pteropus rufus,N,,f,L,N,Y,500,160,NA,N
RR034B_501_uaRa,RR034B_501_uaRa_S73,urine,12/18/18,MLB009,"Mahialambo, Madagascar",Pteropus rufus,N,,m,A,N,N,625,162,NA,N
RR034B_502_uaRa,RR034B_502_uaRa_S190,urine,1/6/19,KEL259,"AngavoKely, Madagascar",Eidolon dupreanum,,,f,,,,,NA,NA,N
RR034B_503_uaRa,RR034B_503_uaRa_S30,urine,1/6/19,KEL265,"AngavoKely, Madagascar",Eidolon dupreanum,,,f,,,,,NA,NA,N
RR034B_504_uaRa,RR034B_504_uaRa_S71,urine,1/6/19,AMB159,"Ambakoana, Madagascar",Pteropus rufus,N,,f,A,N,N,560,164,NA,N
RR034B_505_uaRa,RR034B_505_uaRa_S86,urine,2/15/18,KEL159,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,J,Y,N,275,122.3,NA,N
RR034B_506_uaRa,RR034B_506_uaRa_S296,urine,7/27/18,KEL234,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,270,117,NA,N
RR034B_507_uaRa,RR034B_507_uaRa_S165,urine,7/16/14,MAH10,"Mahabo, Madagascar",Pteropus rufus,,,m,A,,,590,170,1.791780822,N
RR034B_508_uaRa,RR034B_508_uaRa_S54,urine,12/22/18,MIZ275,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,P,N,N,62,73.7,NA,N
RR034B_509_uaRa,RR034B_509_uaRa_S259,urine,1/3/19,MIZ281,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,Y - last year,N,55,67.5,NA,N
RR034B_510_uaRa,RR034B_510_uaRa_S307,urine,1/4/19,MIZ291,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,Y - last year,N,52,71.2,NA,N
RR034B_511_uaRa,RR034B_511_uaRa_S4,urine,1/5/19,MIZ298,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,62,67.7,NA,N
RR034B_512_uaRa,RR034B_512_uaRa_S48,urine,1/6/19,MIZ300,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,53,68.1,NA,N
RR034B_513_uaRa,RR034B_513_uaRa_S92,urine,1/8/19,MIZ305,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,78,73.5,NA,N
RR034B_520_wbld_Ra,RR034B_520_wbld_Ra_S187,whole-blood,2/23/18,AMB123,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,750,174,NA,N
RR034B_521_wbld_Ra,RR034B_521_wbld_Ra_S231,whole-blood,2/23/18,AMB124,"Ambakoana, Madagascar",Pteropus rufus,N,,f,NL,Y,N,470,156,NA,N
RR034B_522_wbld_Ra,RR034B_522_wbld_Ra_S275,whole-blood,2/24/18,AMB125,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,540,168,NA,N
RR034B_523_wbld_Ra,RR034B_523_wbld_Ra_S13,whole-blood,2/24/18,AMB126,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,790,178,NA,N
RR034B_524_wbld_Ra,RR034B_524_wbld_Ra_S57,whole-blood,2/24/18,AMB127,"Ambakoana, Madagascar",Pteropus rufus,N,,f,NL,Y,N,550,159,NA,N
RR034B_525_wbld_Ra,RR034B_525_wbld_Ra_S101,whole-blood,2/25/18,AMB128,"Ambakoana, Madagascar",Pteropus rufus,N,,f, NL,Y,N,390,144,NA,N
RR034B_526_wbld_Ra,RR034B_526_wbld_Ra_S145,whole-blood,2/25/18,AMB129,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,maybe,N,580,167,NA,N
RR034B_527_wbld_Ra,RR034B_527_wbld_Ra_S189,whole-blood,8/7/18,AMB153,"Ambakoana, Madagascar",Pteropus rufus,N,,m,J,Y,N,490,147.8,NA,N
RR034B_528_wbld_Ra,RR034B_528_wbld_Ra_S141,whole-blood,8/7/18,AMB154,"Ambakoana, Madagascar",Pteropus rufus,N,,f,J,Y,N,445,147.6,NA,N
RR034B_529_wbld_Ra,RR034B_529_wbld_Ra_S185,whole-blood,8/8/18,AMB155,"Ambakoana, Madagascar",Pteropus rufus,N,,f,NL,N,N,495,160,NA,N
RR034B_530_wbld_Ra,RR034B_530_wbld_Ra_S55,whole-blood,12/21/18,AMB156,"Ambakoana, Madagascar",Pteropus rufus,N,,f,L,N,N,590,158,NA,N
RR034B_531_wbld_Ra,RR034B_531_wbld_Ra_S99,whole-blood,12/24/18,AMB157,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,780,170,NA,N
RR034B_532_wbld_Ra,RR034B_532_wbld_Ra_S233,whole-blood,1/6/19,AMB159,"Ambakoana, Madagascar",Pteropus rufus,N,,f,A,N,N,560,164,NA,N
RR034B_533_wbld_Ra,RR034B_533_wbld_Ra_S277,whole-blood,1/7/19,AMB160,"Ambakoana, Madagascar",Pteropus rufus,N,,f,A,N,N,535,162,NA,N
RR034B_534_wbld_Ra,RR034B_534_wbld_Ra_S15,whole-blood,2/13/19,AMB161,"Ambakoana, Madagascar",Pteropus rufus,N,,f,J,Y,N,320,137,NA,N
RR034B_535_wbld_Ra,RR034B_535_wbld_Ra_S59,whole-blood,2/14/19,AMB162,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,680,174,NA,N
RR034B_536_wbld_Ra,RR034B_536_wbld_Ra_S103,whole-blood,3/22/19,AMB165,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,575,163,NA,N
RR034B_537_wbld_Ra,RR034B_537_wbld_Ra_S147,whole-blood,3/25/19,AMB166,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,690,160,NA,N
RR034B_538_wbld_Ra,RR034B_538_wbld_Ra_S191,whole-blood,3/25/19,AMB167,"Ambakoana, Madagascar",Pteropus rufus,N,,m,A,N,N,420,145.6,NA,N
RR034B_539_wbld_Ra,RR034B_539_wbld_Ra_S152,whole-blood,1/7/19,KEL266,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,N,N,360,137.9,NA,N
RR034B_540_wbld_Ra,RR034B_540_wbld_Ra_S196,whole-blood,1/7/19,KEL267,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,162,124.4,NA,N
RR034B_541_wbld_Ra,RR034B_541_wbld_Ra_S240,whole-blood,1/7/19,KEL268,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,182,128.2,NA,N
RR034B_542_wbld_Ra,RR034B_542_wbld_Ra_S284,whole-blood,1/7/19,KEL269,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,245,130.8,NA,N
RR034B_544_wbld_Ra,RR034B_544_wbld_Ra_S66,whole-blood,1/7/19,KEL271,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,N,N,315,128.8,NA,N
RR034B_545_wbld_Ra,RR034B_545_wbld_Ra_S110,whole-blood,1/7/19,KEL272,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,150,124.3,NA,N
RR034B_546_wbld_Ra,RR034B_546_wbld_Ra_S198,whole-blood,1/7/19,KEL273,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,340,126.8,NA,N
RR034B_547_wbld_Ra,RR034B_547_wbld_Ra_S242,whole-blood,1/7/19,KEL274,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,N,N,165,130.2,NA,N
RR034B_548_wbld_Ra,RR034B_548_wbld_Ra_S286,whole-blood,1/7/19,KEL275,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,165,128.7,NA,N
RR034B_549_wbld_Ra,RR034B_549_wbld_Ra_S45,whole-blood,2/5/19,KEL277,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,355,125.2,NA,N
RR034B_550_wbld_Ra,RR034B_550_wbld_Ra_S133,whole-blood,2/5/19,KEL278,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,320,128.48,NA,N
RR034B_554_wbld_Ra,RR034B_554_wbld_Ra_S3,whole-blood,2/6/19,KEL292,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,N,N,270,124.28,NA,N
RR034B_555_wbld_Ra,RR034B_555_wbld_Ra_S47,whole-blood,2/6/19,KEL293,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,371,127.83,NA,N
RR034B_556_wbld_Ra,RR034B_556_wbld_Ra_S91,whole-blood,2/6/19,KEL294,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,331,131.14,NA,N
RR034B_557_wbld_Ra,RR034B_557_wbld_Ra_S135,whole-blood,2/6/19,KEL295,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,340,130.36,NA,N
RR034B_558_wbld_Ra,RR034B_558_wbld_Ra_S179,whole-blood,2/6/19,KEL296,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,A,N,N,350,128.59,NA,N
RR034B_559_wbld_Ra,RR034B_559_wbld_Ra_S223,whole-blood,2/6/19,KEL297,"AngavoKely, Madagascar",Eidolon dupreanum,,,m,A,N,N,340,136.07,NA,N
RR034B_560_wbld_Ra,RR034B_560_wbld_Ra_S267,whole-blood,2/6/19,KEL298,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,330,123.53,NA,N
RR034B_561_wbld_Ra,RR034B_561_wbld_Ra_S49,whole-blood,2/6/19,KEL298,"AngavoKely, Madagascar",Eidolon dupreanum,N,,m,A,N,N,330,123.53,NA,N
RR034B_562_wbld_Ra,RR034B_562_wbld_Ra_S5,whole-blood,2/6/19,KEL299,"AngavoKely, Madagascar",Eidolon dupreanum,Y,,m,A,N,N,265,119.89,NA,N
RR034B_563_wbld_Ra,RR034B_563_wbld_Ra_S93,whole-blood,4/23/19,KEL305,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,300,130,NA,N
RR034B_564_wbld_Ra,RR034B_564_wbld_Ra_S137,whole-blood,4/23/19,KEL306,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,325,132.1,NA,N
RR034B_565_wbld_Ra,RR034B_565_wbld_Ra_S181,whole-blood,4/23/19,KEL307,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,275,127.3,NA,N
RR034B_566_wbld_Ra,RR034B_566_wbld_Ra_S225,whole-blood,4/23/19,KEL308,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,325,132,NA,N
RR034B_567_wbld_Ra,RR034B_567_wbld_Ra_S269,whole-blood,4/23/19,KEL309,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,325,129.9,NA,N
RR034B_568_wbld_Ra,RR034B_568_wbld_Ra_S51,whole-blood,4/23/19,KEL311,"AngavoKely, Madagascar",Eidolon dupreanum,N,,f,NL,,N,330,134,NA,N
RR034B_569_wbld_Ra,RR034B_569_wbld_Ra_S149,whole-blood,2/18/18,MIZ148,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,55,69.7,NA,N
RR034B_570_wbld_Ra,RR034B_570_wbld_Ra_S193,whole-blood,2/18/18,MIZ149,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,60,71.4,NA,N
RR034B_571_wbld_Ra,RR034B_571_wbld_Ra_S237,whole-blood,2/18/18,MIZ150,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,50,73.4,NA,N
RR034B_572_wbld_Ra,RR034B_572_wbld_Ra_S281,whole-blood,2/18/18,MIZ151,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,60,72.5,NA,N
RR034B_573_wbld_Ra,RR034B_573_wbld_Ra_S279,whole-blood,4/13/18,MIZ164,"Maromizaha, Madagascar",Rousettus madagascariensis,NA,,m,A,N,N,65,74.5,NA,N
RR034B_574_wbld_Ra,RR034B_574_wbld_Ra_S17,whole-blood,4/13/18,MIZ165,"Maromizaha, Madagascar",Rousettus madagascariensis,NA,,f,NL,N,N,55,68.9,NA,N
RR034B_575_wbld_Ra,RR034B_575_wbld_Ra_S61,whole-blood,4/13/18,MIZ166,"Maromizaha, Madagascar",Rousettus madagascariensis,NA,,f,NL,N,N,35,70,NA,N
RR034B_576_wbld_Ra,RR034B_576_wbld_Ra_S105,whole-blood,4/13/18,MIZ167,"Maromizaha, Madagascar",Rousettus madagascariensis,Y,,f,NL,N,N,60,72,NA,N
RR034B_577_wbld_Ra,RR034B_577_wbld_Ra_S21,whole-blood,7/29/18,MIZ192,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,50,69.2,NA,N
RR034B_578_wbld_Ra,RR034B_578_wbld_Ra_S107,whole-blood,9/11/18,MIZ217,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,55,69.5,NA,N
RR034B_579_wbld_Ra,RR034B_579_wbld_Ra_S19,whole-blood,9/11/18,MIZ221,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,70,72.3,NA,N
RR034B_580_wbld_Ra,RR034B_580_wbld_Ra_S239,whole-blood,9/11/18,MIZ231,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,Y,N,40,65.7,NA,N
RR034B_581_wbld_Ra,RR034B_581_wbld_Ra_S151,whole-blood,9/11/18,MIZ232,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,Y,N,30,63.8,NA,N
RR034B_582_wbld_Ra,RR034B_582_wbld_Ra_S63,whole-blood,9/11/18,MIZ234,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,Y,N,50,66.6,NA,N
RR034B_583_wbld_Ra,RR034B_583_wbld_Ra_S283,whole-blood,9/11/18,MIZ236,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,NL,N,N,55,70.2,NA,N
RR034B_584_wbld_Ra,RR034B_584_wbld_Ra_S109,whole-blood,12/21/18,MIZ260,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,Y - last year,N,26,69,NA,N
RR034B_585_wbld_Ra,RR034B_585_wbld_Ra_S65,whole-blood,12/21/18,MIZ261,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,L,N,Y,64,71.3,NA,N
RR034B_586_wbld_Ra,RR034B_586_wbld_Ra_S197,whole-blood,2/1/19,MIZ360,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,N,N,55,66.87,NA,N
RR034B_587_wbld_Ra,RR034B_587_wbld_Ra_S241,whole-blood,2/1/19,MIZ361,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,m,A,Y - last year,N,70,69.2,NA,N
RR034B_588_wbld_Ra,RR034B_588_wbld_Ra_S285,whole-blood,2/23/19,MIZ379,"Maromizaha, Madagascar",Rousettus madagascariensis,N,,f,J,N,N,30,58.3,NA,N
RR034B_589_wbld_Ra,RR034B_589_wbld_Ra_S195,whole-blood,12/12/14,MIZ41,"Maromizaha, Madagascar",Rousettus madagascariensis,,,m,A,,,65,73.5,NA,N
RR034B_590_wbld_Ra,RR034B_590_wbld_Ra_S143,whole-blood,12/13/18,MLB001,"Mahialambo, Madagascar",Pteropus rufus,N,,f,L,N,Y,660,175,NA,N
RR034B_591_wbld_Ra,RR034B_591_wbld_Ra_S95,whole-blood,12/13/18,MLB002,"Mahialambo, Madagascar",Pteropus rufus,N,,m,J,Y,Y,120,89.62,NA,N
RR034B_592_wbld_Ra,RR034B_592_wbld_Ra_S139,whole-blood,12/14/18,MLB003,"Mahialambo, Madagascar",Pteropus rufus,N,,m,J,Y,N,190,119.32,NA,N
RR034B_593_wbld_Ra,RR034B_593_wbld_Ra_S183,whole-blood,12/16/18,MLB004,"Mahialambo, Madagascar",Pteropus rufus,N,,f,NL,Y - last year,N,480,151.32,NA,N
RR034B_594_wbld_Ra,RR034B_594_wbld_Ra_S227,whole-blood,12/17/18,MLB005,"Mahialambo, Madagascar",Pteropus rufus,N,,m,A,N,N,740,170,NA,N
RR034B_595_wbld_Ra,RR034B_595_wbld_Ra_S271,whole-blood,12/18/18,MLB006,"Mahialambo, Madagascar",Pteropus rufus,N,,f,L,N,Y,500,160,NA,N
RR034B_596_wbld_Ra,RR034B_596_wbld_Ra_S9,whole-blood,12/18/18,MLB007,"Mahialambo, Madagascar",Pteropus rufus,N,,f,J,Y,Y,180,122.75,NA,N
RR034B_597_wbld_Ra,RR034B_597_wbld_Ra_S53,whole-blood,12/18/18,MLB008,"Mahialambo, Madagascar",Pteropus rufus,N,,m,A,N,N,525,165,NA,N
RR034B_598_wbld_Ra,RR034B_598_wbld_Ra_S97,whole-blood,12/18/18,MLB009,"Mahialambo, Madagascar",Pteropus rufus,N,,m,A,N,N,625,162,NA,N
RR034B_599_wbld_Ra,RR034B_599_wbld_Ra_S229,whole-blood,9/20/18,MNG001,"Mangarivotra, Madagascar",Pteropus rufus,N,,f,J,Y,N,325,138.1,NA,N
RR034B_600_wbld_Ra,RR034B_600_wbld_Ra_S273,whole-blood,9/21/18,MNG002,"Mangarivotra, Madagascar",Pteropus rufus,N,,f,J,Y,N,435,146.5,NA,N
RR034B_601_wbld_Ra,RR034B_601_wbld_Ra_S11,whole-blood,9/23/18,MNG003,"Mangarivotra, Madagascar",Pteropus rufus,N,,f,P,N,N,570,170,NA,N
RR034B_602_wbld_Ra,RR034B_602_wbld_Ra_S1,whole-blood,1/6/19,KEL276,"AngavoKely, Madagascar",Eidolon dupreanum,,,f,,,,,NA,NA,N
RR034B_603_wbld_Ra,RR034B_603_wbld_Ra_S7,whole-blood,1/6/19,KEL390,"AngavoKely, Madagascar",Eidolon dupreanum,,,f,,,,,NA,NA,N
